Dates,US Staples,EU Healthcare,Japan,Brazil,Nasdaq,US 2y,US 15y,Germany 10y,UK 15y,US HY,Oil,Ind Metals,Agri,Gold,Silver,EURUSD,USDJPY,CHFJPY,EURBRL,GBPMXN
04/04/16,53.64,71.16,44.52,25.55,109.94,84.99,130.76,140.71,59.475,81.17,72.64,9.04,5.21,116.15,14.2,1.1391,111.34,116.11,4.126,24.943
05/04/16,53.28,70.37,43.56,25.39,108.88,85.02,132.19,140.98,59.805,80.87,73.04,8.96,5.2013,117.66,14.42,1.1384,110.34,115.396,4.1886,25.0563
06/04/16,53.7,71.92,44.28,25.17,110.67,84.99,131.23,140.82,59.925,81.55,76.8,9.015,5.1813,116.94,14.34,1.1399,109.79,114.881,4.151,24.9352
07/04/16,53.12,72.58,44.04,24.96,109.08,85.04,132.85,141.17,60.465,81.15,76.08,8.7825,5.1737,118.61,14.48,1.1378,108.21,113.213,4.1957,25.1281
08/04/16,53.41,72.49,45.32,26.56,109,85.04,132.01,141.01,59.94,81.52,80.24,8.8525,5.2,118.43,14.62,1.1399,108.07,113.382,4.0934,25.1062
11/04/16,53.03,72.17,45.04,27.19,108.6,85.03,131.84,140.76,59.49,81.63,82.24,8.84,5.175,120.03,15.14,1.1408,107.94,113.145,3.9852,25.1277
12/04/16,53.36,72.31,46.08,28.1,109.51,85.01,130.93,140.26,59.05,82.11,85.12,9.03,5.2438,120.05,15.41,1.1386,108.54,113.652,3.9734,24.9538
13/04/16,52.95,73.11,47.36,28.92,110.91,84.97,131.39,140.55,59.45,82.65,84.08,9.2275,5.285,118.77,15.44,1.1274,109.34,113.091,3.9429,24.7561
14/04/16,52.71,73.74,47.56,28.55,110.92,84.97,130.76,140.31,59.355,82.62,83.84,9.18125,5.295,117.11,15.34,1.1268,109.4,113.136,3.9238,24.6865
15/04/16,53.035,72.63,47.12,28.59,110.64,85.03,131.88,140.61,59.51,82.49,82,9.155,5.3387,117.92,15.46,1.1284,108.76,112.38,3.9858,24.921
18/04/16,53.34,73.11,47.48,27.73,111.23,85.02,131.31,140.3,58.865,82.96,81.36,9.24,5.4525,117.74,15.42,1.1313,108.82,112.859,4.0908,24.8944
19/04/16,53.31,73.87,48.2,28.83,110.55,84.99,130.9,140.1,58.605,83.31,83.52,9.405,5.5225,119.58,16.12,1.1358,109.21,113.538,4.0146,24.9247
20/04/16,52.59,73.48,48.48,28.56,110.64,84.93,129.46,140.38,59.205,83.47,86.08,9.50375,5.555,118.97,16.14,1.1297,109.84,112.993,3.9881,24.7607
21/04/16,51.77,73.88,48.48,28.11,110.65,84.91,128.69,139.57,58.345,83.21,85.76,9.5475,5.6188,119.42,16.21,1.1288,109.46,112.247,3.9881,25.0211
22/04/16,51.96,73.57,48.84,28.04,108.98,84.91,128.36,139.5,58.265,83.4,86.08,9.6125,5.4775,117.89,16.13,1.1222,111.79,114.263,4.0033,25.1735
25/04/16,52.32,73.55,48.52,27.66,108.98,84.89,127.83,139.17,58.23,83.08,84.4,9.5475,5.5487,118.23,16.17,1.1268,111.2,114.049,4.007,25.4357
26/04/16,52.11,72.7,48.32,28.53,108.45,84.87,127.25,138.9,57.675,83.36,86.48,9.48125,5.54,118.7,16.29,1.1297,111.31,114.337,3.987,25.3322
27/04/16,52.36,72.86,48.28,29.24,107.58,84.93,128.52,138.84,58.055,83.85,89.12,9.43625,5.51,119.04,16.38,1.1322,111.46,114.794,3.9933,25.1898
28/04/16,52.41,73.05,46.08,29.29,106.28,84.98,129.05,139.22,58.275,83.71,89.76,9.51125,5.6112,121.29,16.77,1.1352,108.11,111.855,3.9611,25.2314
29/04/16,52.3,71.26,45.68,29.51,105.72,85.01,129.38,139.04,58.425,83.85,90.4,9.65625,5.6,123.65,16.98,1.1451,106.5,111.035,3.9332,25.1013
02/05/16,52.9,71.12,46.52,28.955,106.72,84.93,127.82,139.13,58.425,83.5,88.4,9.65625,5.6,123.24,16.64,1.1534,106.41,111.526,4.0372,25.2467
03/05/16,52.8,70.81,46.08,27.7,105.73,85.02,129.43,139.91,59.33,82.96,85.92,9.48,5.5212,122.96,16.57,1.1496,106.6,111.746,4.0931,25.5932
04/05/16,52.96,69.66,45.68,28.13,105.05,85.01,130.14,139.81,59.16,82.65,86.32,9.44,5.5313,122.21,16.49,1.1487,107.01,111.743,4.077,25.8025
05/05/16,52.97,69.7,45.92,27.64,105.02,85.04,131.01,140.24,59.485,82.58,87.2,9.23875,5.4688,122.07,16.51,1.1405,107.26,110.836,4.0359,25.9204
06/05/16,53.24,69,46.16,27.96,105.58,85.02,130.45,140.39,59.9,82.53,87.68,9.275,5.5062,123.18,16.63,1.1404,107.12,110.15,3.9945,25.7783
09/05/16,53.53,70.62,46.12,27.48,105.88,85.06,130.86,140.62,59.79,82.38,85.44,9,5.455,120.65,16.12,1.1383,108.32,111.535,4.0028,26.223
10/05/16,54.06,71.31,47.28,28.98,107.33,85.08,130.87,140.63,59.825,83.08,87.92,8.9675,5.5025,120.98,16.28,1.1372,109.27,111.958,3.9507,25.9809
11/05/16,53.63,71.07,46.4,29.03,106.36,85.05,131.61,140.6,59.93,83.02,90.72,9.0875,5.6425,122.12,16.56,1.1426,108.41,111.645,3.9425,25.9947
12/05/16,53.92,70.66,46.76,29.04,105.89,85,131.01,140.31,59.735,83.15,91.6,8.925,5.6337,121.16,16.22,1.1377,109.02,112.334,3.9616,25.9663
13/05/16,53.24,71.42,46.12,27.8,105.5,85.01,132.28,140.58,60.03,82.78,90.96,8.9525,5.6762,121.71,16.28,1.1309,108.63,111.383,3.9935,26.0963
16/05/16,53.58,71.42,46.76,27.99,106.82,84.97,131.14,140.58,60.045,83.24,94.08,9.00125,5.6575,121.8,16.32,1.1321,109.03,111.513,3.9657,26.3642
17/05/16,52.53,71.48,46.44,27.53,105.48,84.94,131.36,140.5,60.195,83.07,95.36,9.00625,5.7537,122.22,16.41,1.1313,109.14,111.311,3.9494,26.4276
18/05/16,51.92,71.93,46.48,26.76,105.86,84.79,129.49,140.17,59.425,83.08,93.6,8.96,5.73,120.1,16,1.1216,110.19,111.558,4.0014,26.9345
19/05/16,52.43,71.07,46.16,26.48,105.31,84.81,130.05,140.19,59.495,82.85,94.32,8.89375,5.6438,119.87,15.67,1.1203,109.96,110.993,3.9934,26.9215
20/05/16,52.16,72.47,46.48,26.86,106.47,84.84,130.15,140.16,59.275,83.14,94,8.9075,5.6875,119.71,15.69,1.1224,110.15,111.226,3.9527,26.6343
23/05/16,52.21,72.62,46.28,26.05,106.33,84.83,130.44,139.98,59.35,83.16,93.28,8.86,5.65,119.37,15.59,1.122,109.24,110.4,4.01,26.8183
24/05/16,52.65,73.92,46.62,26.24,108.46,84.77,129.86,140.05,59.335,83.66,94.56,8.8875,5.7125,117.3,15.42,1.1141,109.99,110.727,3.9789,27.0506
25/05/16,52.73,75.16,46.96,26.1,109.24,84.82,129.37,140.31,59.675,83.79,96.24,8.89625,5.7512,116.98,15.5,1.1155,110.19,111.162,3.9965,27.1656
26/05/16,52.94,75.14,46.92,26.34,109.56,84.87,130.04,140.45,60.17,83.55,95.6,8.9625,5.8025,116.58,15.53,1.1194,109.76,110.94,3.9965,27.0726
27/05/16,53,75.66,46.78,25.8,110.13,84.82,129.85,140.45,60.17,83.69,95.84,8.99875,5.8325,115.62,15.39,1.1115,110.31,110.899,4.0138,27.0226
30/05/16,53,75.64,46.78,25.8,110.13,84.82,129.85,140.18,60.17,83.69,95.84,8.99875,5.8325,115.62,15.39,1.1138,111.12,111.986,3.9805,27.063
31/05/16,52.66,75.22,47.16,25.44,110.34,84.86,130.16,140.38,60.47,83.61,94.96,9.00375,5.795,116.06,15.19,1.1132,110.73,111.418,4.0199,26.7448
01/06/16,53.2,74.99,47.12,25.87,110.35,84.75,130.42,140.57,61.175,83.34,95.44,9.01,5.825,115.94,15.17,1.1188,109.54,110.865,4.031,26.6975
02/06/16,53.22,75.37,46.72,26.44,110.58,84.82,131.36,140.78,61.255,83.36,94.88,8.97875,5.9563,115.67,15.22,1.1151,108.87,109.93,4.0071,26.9384
03/06/16,53.56,74.64,46.92,27.26,110.06,84.96,133.23,141.27,61.885,83.51,94.56,9.1025,6.025,118.88,15.61,1.1367,106.53,109.174,4.0083,26.9937
06/06/16,53.62,74.86,47.4,27.33,110.46,84.94,132.24,141.17,61.66,83.88,96.32,9.18375,6.1188,118.92,15.68,1.1355,107.56,110.824,3.9629,26.961
07/06/16,53.56,75.42,47.72,27.63,110.18,84.96,132.56,141.53,61.755,84.25,97.76,8.99,6.0963,118.82,15.6,1.1358,107.37,111.239,3.9112,26.6985
08/06/16,53.88,74.79,48,29.03,110.37,84.98,133.27,141.58,62.06,84.57,99.44,9.16,6.2737,120.58,16.21,1.1395,106.99,111.531,3.8297,26.2777
09/06/16,54.09,74.34,47.44,28.47,110.19,85,134.13,141.95,62.34,84.24,98,9.0775,6.2188,121.25,16.47,1.1316,107.1,111.025,3.8482,26.3844
10/06/16,54.13,72.67,46.6,27.21,108.94,85.05,134.78,142.24,62.475,83.83,94.96,9.10375,6.23,121.74,16.49,1.1251,106.97,110.894,3.8478,26.5631
13/06/16,53.68,71.44,45.76,26.96,108.03,85.07,135.38,142.04,62.605,83.27,94.08,9.17125,6.2438,122.64,16.58,1.1292,106.26,110.171,3.9334,26.8876
14/06/16,53.89,70.1,45.56,26.42,108.03,85.08,135.28,142.6,63.475,82.99,93.84,9.105,6.1275,122.77,16.54,1.1207,106.11,110.153,3.9027,26.7344
15/06/16,53.73,70.46,46,26.71,107.72,85.18,135.8,142.72,64.05,83.03,91.76,9.25,6.155,123.68,16.69,1.126,106.01,110.279,3.913,26.8669
16/06/16,54.01,70.08,45.8,27,108.04,85.13,136.46,142.93,63.92,83.075,89.12,9.08375,6.105,122.38,16.31,1.1225,104.26,108.037,3.8913,26.9072
17/06/16,53.47,70.26,45.72,27.44,106.49,85.14,135.61,142.45,63.21,83.13,93.28,9.11375,6.1737,123.95,16.6,1.1277,104.16,108.393,3.8521,27.0474
20/06/16,53.64,72,46.76,28.11,107.16,85.09,134.16,141.89,62,83.62,95.28,9.275,6.1588,123.21,16.65,1.1314,103.94,108.027,3.8399,27.407
21/06/16,53.78,72.57,47.08,28.29,107.5,85.03,133.54,142.01,61.605,83.94,95.12,9.285,5.9963,120.84,16.38,1.1242,104.75,108.867,3.8365,27.286
22/06/16,53.81,72.83,46.28,27.93,107.24,85.06,133.76,141.95,61.365,84.02,93.92,9.36375,5.96,120.9,16.42,1.1296,104.41,108.906,3.8162,27.2026
23/06/16,54.14,73.29,47.32,29.03,108.77,85.03,132.23,141.33,60.905,84.64,95.84,9.42625,5.9037,120.11,16.49,1.1385,106.16,110.765,3.8005,27.1441
24/06/16,53.1,71.85,45.36,27.79,104.29,85.2,135.78,143.22,63.99,83.25,91.2,9.285,5.79,126.01,16.89,1.1117,102.22,105.084,3.7533,25.8952
27/06/16,52.985,71.08,45.12,27.34,102.22,85.28,139.17,143.95,65.43,82.05,89.52,9.21375,5.8575,126.68,16.87,1.1025,102,104.246,3.7416,25.366
28/06/16,53.32,72.81,45.8,28.53,104.46,85.31,139.46,143.89,65.665,83.08,91.76,9.47,5.9212,125.32,16.91,1.1065,102.75,104.652,3.6539,25.1301
29/06/16,53.94,74.96,46.4,29.69,106.31,85.28,138.39,144.11,66.155,84.13,94.32,9.54,5.925,125.84,17.37,1.1125,102.83,104.955,3.5847,24.8139
30/06/16,55.15,75.79,46,30.175,107.54,85.32,138.9,144.19,66.85,84.7,92.56,9.565,5.845,126.47,17.865,1.1106,103.2,105.726,3.5694,24.333
01/07/16,54.89,75.99,45.92,30.53,108.08,85.3,140.57,144.04,67.43,84.47,94.24,9.7675,5.8713,128.41,18.74,1.1136,102.52,105.333,3.6072,24.3607
04/07/16,54.89,76.2,45.92,30.53,108.08,85.3,140.57,144.03,67.71,84.47,94.24,9.7625,5.8475,128.41,18.74,1.1154,102.56,105.598,3.6457,24.4751
05/07/16,55.2,75.72,45.92,29.53,107.42,85.34,142.33,144.52,68.425,83.99,89.44,9.57125,5.6675,129.47,18.98,1.1076,101.74,104.163,3.6593,24.5049
06/07/16,55.25,75.3,45.92,29.35,108.3,85.3,142.56,144.57,68.64,84.36,90.64,9.56,5.575,130.23,19.1,1.11,101.32,103.923,3.6988,24.2331
07/07/16,55.1408,75.87,45.96,29.03,108.62,85.26,142.55,144.32,67.97,84.47,86.56,9.4925,5.575,129.74,18.71,1.1063,100.77,102.98,3.7233,24.3042
08/07/16,55.69,76.26,46.28,30.39,110.3,85.26,143.6,144.53,68.395,85.59,86.64,9.5675,5.6025,130.52,19.22,1.1051,100.54,102.278,3.6461,23.9735
11/07/16,55.7,76.85,47.4,30.68,110.93,85.17,142.34,144.33,68.2,85.64,85.2,9.6375,5.67,129.29,19.3,1.1058,102.8,104.594,3.659,24.0071
12/07/16,55.4,76.52,47.68,30.96,111.49,85.14,140,143.52,67.485,85.88,89.52,9.8,5.625,127.15,19.09,1.1061,104.69,105.86,3.647,24.2999
13/07/16,55.71,76.52,47.6,31.38,111.22,85.16,141.65,144.11,68.43,85.63,86,9.885,5.8713,128.32,19.39,1.109,104.49,106.039,3.6218,24.15
14/07/16,55.7,76.27,47.68,32,111.98,85.11,139.59,143.53,68.08,85.8,86.96,9.92,5.8463,127.33,19.25,1.112,105.35,107.41,3.6178,24.4893
15/07/16,55.7,75.87,47.52,32.03,111.8,85.07,138.39,143.11,67.15,85.63,87.92,9.68,5.6887,126.84,19.08,1.1035,104.88,106.722,3.6178,24.5324
18/07/16,55.64,75.75,47.64,32.6,112.54,85.12,138.26,143.23,67.32,85.92,86.56,9.9125,5.635,127.04,19.1,1.1075,106.16,108.06,3.6035,24.3728
19/07/16,55.6,75.56,47.32,32.72,112.13,85.13,139.04,143.26,67.34,85.69,85.6,9.95,5.5875,127.21,18.92,1.1021,106.12,107.676,3.5821,24.2572
20/07/16,55.4,76.64,47.72,32.75,113.44,85.09,138.28,143.06,66.71,85.91,85.84,9.9,5.535,125.39,18.42,1.1015,106.89,108.274,3.5911,24.6818
21/07/16,55.24,76.23,47.36,32.4,113.18,85.15,138.56,143.08,66.54,85.79,83.92,9.91,5.5188,127.3,18.88,1.1026,105.82,107.344,3.608,24.58
22/07/16,55.5,76.64,47.44,32.86,113.65,85.12,138.8,143.32,67.13,86.17,83.36,9.785,5.395,126.35,18.67,1.0977,106.13,107.437,3.576,24.3168
25/07/16,55.44,76.55,47.28,32.42,113.66,85.06,138.7,143.5,67.14,85.76,81.04,9.815,5.4125,125.47,18.54,1.0995,105.81,107.322,3.6126,24.676
26/07/16,55.01,76.93,47.32,32.57,113.79,85.07,138.92,143.47,66.975,85.43,80.64,9.7925,5.4075,126,18.66,1.0986,104.66,105.459,3.599,24.6547
27/07/16,54.19,76.7,47.4,32.59,114.58,85.13,140.65,144.09,68.04,85.69,79.2,9.6625,5.4125,128.03,19.37,1.1058,105.4,106.901,3.6082,24.8949
28/07/16,54.43,76.4,47.4,32.22,114.98,85.12,140.39,144.13,68.185,85.33,77.36,9.7525,5.37,127.66,19.21,1.1077,105.27,107.314,3.6466,24.8698
29/07/16,54.7,76.7,48.24,33.24,115.23,85.23,141.56,144.46,68.87,85.41,78.08,9.87,5.405,128.98,19.35,1.1174,102.06,105.293,3.63,24.8071
01/08/16,54.76,77.09,48.4,32.55,115.84,85.15,139.77,144.27,67.835,84.55,75.28,9.9075,5.345,129.22,19.43,1.1163,102.39,105.711,3.646,24.8582
02/08/16,54.68,76.11,47.8,32.24,114.96,85.12,138.33,143.52,67.08,84.43,74.64,9.89,5.2712,130.27,19.6,1.1224,100.89,104.635,3.6582,25.2887
03/08/16,54.38,75.75,47.56,33.04,115.34,85.13,138.41,143.56,67.31,84.81,77.52,9.8775,5.3175,129.65,19.38,1.1149,101.24,104.036,3.611,25.1656
04/08/16,54.5,76.14,48.24,33.76,115.67,85.19,139.45,144.12,69.24,85.35,78.72,9.7725,5.3325,129.87,19.35,1.113,101.22,103.905,3.5547,24.7823
05/08/16,54.59,76.03,48.4,34.13,116.78,85.07,138,143.7,69.295,85.54,78.88,9.775,5.38,127.55,18.71,1.1086,101.82,103.817,3.5109,24.5282
08/08/16,54.53,75.02,48.6,34.11,116.65,85.04,138.26,143.66,69.965,85.89,80.8,9.81375,5.4288,127.44,18.74,1.1088,102.45,104.275,3.5174,24.1976
09/08/16,54.7,75.53,49.04,34.46,116.92,85.09,139.62,143.79,70.725,86.19,80.56,9.7825,5.4575,127.96,18.87,1.1117,101.88,103.827,3.4981,23.9757
10/08/16,54.9,74.7,49.2,34.12,116.62,85.13,140.16,144.1,72.11,86.03,78.16,9.8575,5.3925,128.56,19.16,1.1176,101.29,103.896,3.4984,23.9543
11/08/16,54.9,75.21,49.56,34.88,117.12,85.05,138.91,143.92,72.695,86.24,81.68,9.8625,5.375,127.67,18.96,1.1137,101.96,104.516,3.5019,23.6177
12/08/16,55.09,74.75,49.32,34.46,117.2,85.11,140.08,144.03,72.51,86.31,84,9.715,5.3525,127.4,18.72,1.1162,101.3,103.943,3.5638,23.5921
15/08/16,54.95,75.05,49.6,34.8392,117.7,85.09,138.76,143.65,71.975,86.565,86.08,9.755,5.4475,127.84,18.83,1.1184,101.26,104.072,3.5638,23.2852
16/08/16,54.71,74.24,49.16,34.59,117.05,85.06,138.39,143.27,71.215,86.39,87.36,9.82,5.4488,128.47,18.82,1.1279,100.31,104.301,3.6118,23.5642
17/08/16,54.86,73.65,49.56,34.52,117.26,85.06,139.22,143.47,71.15,86.51,87.92,9.78625,5.455,128.5,18.68,1.1289,100.28,104.217,3.6201,23.6607
18/08/16,55.05,73.7,49.32,34.32,117.29,85.12,139.44,143.85,71.555,86.85,90.4,9.8575,5.4525,129.11,18.77,1.1354,99.89,104.669,3.6773,23.9501
19/08/16,54.92,73.28,49.2,34.49,117.26,85.04,138.71,143.35,70.605,86.59,90.72,9.8175,5.47,127.97,18.35,1.1325,100.22,104.342,3.6294,23.8275
22/08/16,55,73.77,49.48,33.65,117.35,85.05,139.88,143.88,71.4,86.45,87.76,9.735,5.4875,127.78,17.97,1.132,100.33,104.253,3.6234,24.0341
23/08/16,54.89,73.74,49.52,33.46,117.56,85.06,140.03,143.91,71.97,86.74,88.7265,9.72,5.4738,127.76,17.93,1.1305,100.24,104.051,3.6556,24.507
24/08/16,54.8,73.9,49.48,33.57,116.8,85.04,139.7,143.78,72.17,86.5,86.56,9.57,5.435,126.34,17.62,1.1264,100.45,103.887,3.633,24.421
25/08/16,54.59,72.9,49.24,33.35,116.61,85.01,139.17,143.58,72.03,86.66,87.6,9.535,5.3762,126.23,17.63,1.1285,100.53,103.888,3.6503,24.2292
26/08/16,54.31,72.91,48.88,32.98,116.78,84.93,138.36,143.66,72.425,86.56,87.6,9.5475,5.3475,126.05,17.72,1.1198,101.84,104.113,3.6592,24.4171
29/08/16,54.63,73.07,49.04,33.96,116.94,84.98,140.21,143.63,72.425,86.99,86.8,9.5475,5.3475,126.3,17.9,1.1189,101.92,104.181,3.6153,24.408
30/08/16,54.31,73.24,49.04,33.78,116.56,84.99,139.67,143.77,72.475,87.04,85.84,9.4925,5.21,125.03,17.67,1.1143,102.96,104.649,3.6112,24.6179
31/08/16,54.38,72.57,49.12,33.52,116.44,84.98,139.87,143.47,72.05,86.7,82.88,9.495,5.1725,124.78,17.72,1.1158,103.43,105.126,3.6004,24.6777
01/09/16,54.4,71.77,49.48,33.63,116.74,84.97,139.77,143.42,71.84,86.5,80.48,9.4725,5.2075,125.29,17.94,1.1197,103.23,105.328,3.6466,24.8755
02/09/16,54.82,73.34,49.84,34.4,117.12,84.97,138.63,143.05,70.97,86.9,81.92,9.5075,5.2838,126.57,18.44,1.1156,103.92,106.017,3.6329,24.708
05/09/16,54.82,73.47,49.84,34.4,117.12,84.97,138.63,143.13,71.3,86.9,81.92,9.51,5.28,126.57,18.44,1.1147,103.43,105.549,3.6605,24.6984
06/09/16,54.9392,73.47,50.12,34.98,117.85,85.03,139.64,143.79,71.33,87,83.12,9.4925,5.2925,128.71,19.05,1.1255,102.02,105.212,3.5984,24.5643
07/09/16,54.46,73.54,50.36,34.96,117.92,85.03,139.54,144.05,71.445,86.76,84.16,9.5275,5.3362,128.27,18.78,1.1239,101.74,104.901,3.5984,24.5386
08/09/16,54.16,73.12,50.12,35.1,117.23,84.97,137.79,143.25,70.22,86.6,87.68,9.5425,5.37,127.59,18.62,1.126,102.49,105.381,3.6203,24.8313
09/09/16,52.69,72.2,49.32,33.08,114.28,84.94,135.52,142.44,68.64,85.77,84.72,9.5075,5.3787,126.75,18.11,1.1233,102.69,105.278,3.6775,25.0791
12/09/16,53.68,72.22,49.72,33.74,116.33,84.97,135.59,142.29,68.5,86.07,85.12,9.43,5.375,126.59,18.17,1.1235,101.85,104.792,3.6503,25.0919
13/09/16,53.02,71.96,48.84,32.09,115.29,84.94,134.05,142.17,68.115,85.41,82.96,9.3725,5.28,125.75,17.93,1.122,102.56,105.042,3.7193,25.1829
14/09/16,52.86,72.41,48.52,31.97,115.84,84.99,134.25,142.41,67.94,85.39,80.72,9.555,5.2575,126.18,18.02,1.125,102.43,105.228,3.7619,25.5116
15/09/16,53.29,72.85,48.76,32.92,117.64,85.06,133.67,142.22,67.615,85.89,81.12,9.4725,5.27,125.37,18.04,1.1244,102.1,105.055,3.7133,25.6118
16/09/16,52.79,73.1,48.36,32.67,117.29,85.02,134.75,142.47,67.925,85.91,80,9.46,5.365,125.06,17.86,1.1155,102.29,104.298,3.6435,25.5
19/09/16,52.68,73.68,48.52,32.78,116.78,85,134.31,142.41,67.6,85.96,79.84,9.535,5.4175,125.32,18.2,1.1175,101.93,103.989,3.6575,25.6559
20/09/16,52.82,74,49.2,33.09,117,84.98,134.78,142.84,68.385,85.86,80.56,9.63,5.485,125.44,18.27,1.1151,101.7,103.884,3.6344,25.7312
21/09/16,53.11,73.74,50.64,34.03,118.15,85,135.87,142.63,68.17,86.57,83.2,9.5925,5.4688,127.27,18.85,1.1189,100.32,103.033,3.5873,25.7303
22/09/16,53.58,74.29,51.28,34.28,119.09,84.98,136.95,143.6,69.75,86.86,84.24,9.7975,5.495,127.57,18.9,1.1208,100.76,104.008,3.6108,25.6535
23/09/16,53.34,74.01,50.56,33.87,118.33,85.03,136.82,143.55,69.5,86.76,81.52,9.82,5.3975,127.65,18.68,1.1226,101.02,104.096,3.6412,25.6599
26/09/16,52.89,72.8,50.12,33.41,117.34,85.08,137.69,143.78,70.075,86.38,83.44,9.83125,5.3713,127.55,18.41,1.1254,100.33,103.516,3.6494,25.7878
27/09/16,53.11,73.03,50.68,33.93,118.5,85.09,138.7,144.09,70.53,86.63,81.2,9.7925,5.3375,126.62,18.17,1.1215,100.43,103.447,3.6263,25.2537
28/09/16,53.2,73.41,50.6,34.53,118.7,85.08,138.4,144.22,70.405,87.21,85.2,9.85875,5.3975,126.22,18.21,1.1217,100.69,103.699,3.6106,25.2274
29/09/16,52.68,72.4,50.24,33.58,117.84,85.11,138.75,143.89,69.67,86.88,86.96,9.86,5.39,126.07,18.11,1.1222,101.03,104.576,3.6581,25.3081
30/09/16,53.21,72.02,50.16,33.73,118.72,85.04,137.51,143.88,68.795,87.26,87.44,9.97,5.335,125.64,18.2,1.1235,101.35,104.331,3.6673,25.159
03/10/16,52.87,72.02,50,34.66,118.55,84.98,136.81,143.88,69.375,86.82,88.8,9.87,5.38,125.32,17.87,1.1211,101.65,104.454,3.5984,24.7678
04/10/16,52.42,72.44,49.72,34.04,118.37,84.91,135.21,143.61,69.11,86.67,88.72,9.8225,5.4325,120.97,16.94,1.1204,102.9,105.115,3.6502,24.599
05/10/16,52.37,71.99,50.04,34.92,118.79,84.86,134.58,142.7,68.385,86.9,90.8,9.78625,5.4575,120.78,16.85,1.1205,103.5,106.225,3.6088,24.4906
06/10/16,52.47,71.61,49.8,35.14,118.73,84.86,133.83,142.54,67.58,86.95,92.08,9.73875,5.3775,119.66,16.44,1.1151,103.95,105.987,3.5988,24.2676
07/10/16,52.33,71.31,49.8,35.46,118.47,84.89,133.92,142.27,66.71,87.15,90.64,9.81125,5.4125,119.74,16.6,1.1201,102.98,105.295,3.6079,23.9992
10/10/16,52.33,71.86,49.96,35.87,119.22,84.85,133.13,141.94,66.2,87.4,93.36,9.8825,5.3987,120.16,16.73,1.1139,103.61,105.451,3.5719,23.3985
11/10/16,52.06,71.23,49.52,35.58,117.52,84.84,132.83,142.28,66.7,86.91,92.64,9.7675,5.3975,119.55,16.56,1.1054,103.51,104.67,3.534,22.9308
12/10/16,52.35,70.35,49.44,35.45,117.42,84.84,132.96,141.87,65.84,86.88,91.44,9.7975,5.43,119.74,16.65,1.1007,104.21,105.182,3.534,23.0925
13/10/16,52.36,70.21,49.36,35.83,117,84.87,133.46,142.18,66.255,86.66,91.92,9.6675,5.395,120.03,16.61,1.1056,103.71,105.163,3.5162,23.191
14/10/16,52.37,70.62,49.36,36.05,117.14,84.85,131.59,142,65.525,86.86,91.52,9.66375,5.52,119.36,16.56,1.0972,104.18,105.201,3.5174,23.1752
17/10/16,52.12,69.86,49.4,36.47,116.82,84.92,132.43,141.96,65.32,86.74,90.96,9.6125,5.5425,119.68,16.57,1.1,103.89,105.041,3.526,22.9879
18/10/16,52.28,70.72,49.68,37.36,117.86,84.95,132.86,142.16,65.74,87.09,91.6,9.6125,5.59,120.42,16.72,1.0981,103.87,104.931,3.5007,22.8991
19/10/16,51.98,70.72,49.84,37.27,117.85,84.95,132.97,142.3,65.805,87.34,93.28,9.5925,5.5575,121.11,16.79,1.0974,103.44,104.592,3.4775,22.7557
20/10/16,51.95,70.78,50.28,37.78,117.71,84.91,133.11,142.57,65.945,87.35,91.44,9.495,5.5275,120.74,16.64,1.0929,103.95,104.714,3.4333,22.8194
21/10/16,52.23,70.58,50.28,37.77,118.15,84.93,133.31,142.47,66.16,87.37,91.84,9.4675,5.5225,120.83,16.65,1.0884,103.8,104.502,3.4344,22.7421
24/10/16,52.57,69.96,50.36,38.08,119.57,84.9,132.73,142.2,66.08,87.42,91.44,9.525,5.535,120.56,16.7,1.0882,104.18,104.856,3.395,22.7082
25/10/16,52.76,68.84,50.4,38.19,119.19,84.9,133.08,142.13,66.01,87.37,89.92,9.73625,5.56,121.47,16.86,1.0889,104.22,104.809,3.39,22.5748
26/10/16,52.69,68.3,50.32,37.84,118.38,84.87,132.18,141.5,65.24,87.02,88.72,9.75,5.6075,120.79,16.71,1.0908,104.47,105.161,3.4234,22.8866
27/10/16,52.45,68.55,50.4,37.77,117.84,84.89,130.74,140.62,64.41,86.7,89.68,9.82375,5.6525,121.01,16.73,1.0897,105.29,105.967,3.4509,22.9156
28/10/16,52.67,67.52,50.48,37.39,117.1,84.89,130.45,140.8,64.045,86.28,88.08,9.95,5.6238,121.58,16.87,1.0985,104.74,105.983,3.5159,23.1375
31/10/16,52.8,67.01,50.52,37.76,116.99,84.95,131.25,140.85,64.255,86.02,84.24,10.095,5.5825,121.94,16.97,1.0981,104.82,105.982,3.5038,23.0931
01/11/16,52.57,66.32,50.32,36.47,116.11,84.9,131.01,140.77,63.695,85.3,84.56,10.07,5.48,122.73,17.41,1.1055,104.15,106.788,3.5723,23.4996
02/11/16,52.44,66.17,50,35.83,115.18,84.95,131.58,141.22,64.685,84.92,82.24,10.035,5.4675,123.64,17.56,1.1098,103.3,106.154,3.5723,23.8286
03/11/16,52.08,66.16,50.12,35.51,114.05,84.96,130.57,140.99,64.385,84.94,80.64,10.17,5.4637,124.3,17.42,1.1105,102.98,105.736,3.6015,23.8946
04/11/16,51.61,65.43,49.52,35.36,113.65,84.99,131.74,141.31,65.215,84.98,79.84,10.17,5.505,124.39,17.46,1.1141,103.12,106.476,3.6036,23.8204
